구분,행정구역코드,1단계,2단계,3단계,격자 X,격자 Y,경도(시),경도(분),경도(초),위도(시),위도(분),위도(초),경도(초/100),위도(초/100)
kor,4824000000,경상남도,사천시,,80,71,128,4,0.4,35,0,1.02,128.0667778,35.00028333
kor,4825000000,경상남도,김해시,,95,77,128,53,30,35,13,31.82,128.8916667,35.22550556
kor,4827000000,경상남도,밀양시,,92,83,128,44,56.2,35,30,2.8,128.7489444,35.50077778
kor,4831000000,경상남도,거제시,,90,69,128,37,24.08,34,52,38.49,128.6233556,34.87735833
kor,4833000000,경상남도,양산시,,97,79,129,2,21.88,35,19,54.94,129.0394111,35.33192778
kor,4872000000,경상남도,의령군,,83,78,128,15,49.76,35,19,8.83,128.2638222,35.31911944
kor,4873000000,경상남도,함안군,,86,77,128,24,31.35,35,16,9.86,128.4087083,35.26940556
kor,4874000000,경상남도,창녕군,,87,83,128,29,40.32,35,32,29.53,128.4945333,35.54153611
kor,4882000000,경상남도,고성군,,85,71,128,19,28.35,34,58,11.64,128.3245417,34.9699
kor,4884000000,경상남도,남해군,,77,68,127,53,40.08,34,50,4.41,127.8944667,34.83455833
kor,4885000000,경상남도,하동군,,74,73,127,45,12.35,35,3,51.13,127.7534306,35.06420278
kor,4886000000,경상남도,산청군,,76,80,127,52,32.23,35,24,44.97,127.8756194,35.41249167
kor,4887000000,경상남도,함양군,,74,82,127,43,38.71,35,31,2.89,127.7274194,35.51746944
kor,4888000000,경상남도,거창군,,77,86,127,54,41.96,35,41,1.05,127.9116556,35.683625
kor,4889000000,경상남도,합천군,,81,84,128,10,4.55,35,33,49.02,128.1679306,35.56361667
kor,5011000000,제주특별자치도,제주시,,53,38,126,31,59.55,33,29,46.72,126.5332083,33.49631111
kor,5013000000,제주특별자치도,서귀포시,,52,33,126,30,45.2,33,15,8.46,126.5125556,33.25235
kor,5111000000,강원특별자치도,춘천시,,73,134,127,43,56.32,37,52,42.75,127.7323111,37.87854167
kor,5113000000,강원특별자치도,원주시,,76,122,127,55,19.4,37,20,20.7,127.9220556,37.33908333
kor,5115000000,강원특별자치도,강릉시,,92,131,128,52,42.59,37,44,56.89,128.8784972,37.74913611
kor,5117000000,강원특별자치도,동해시,,97,127,129,6,59.88,37,31,18.95,129.1166333,37.52193056
kor,5119000000,강원특별자치도,태백시,,95,119,128,59,16.79,37,9,40.42,128.9879972,37.16122778
kor,5121000000,강원특별자치도,속초시,,87,141,128,35,39,38,12,15.39,128.5941667,38.204275
kor,5123000000,강원특별자치도,삼척시,,98,125,129,10,2.96,37,26,49.51,129.1674889,37.44708611
kor,5172000000,강원특별자치도,홍천군,,75,130,127,53,27.03,37,41,39.92,127.8908417,37.69442222
kor,5173000000,강원특별자치도,횡성군,,77,125,127,59,14,37,29,20.25,127.9872222,37.48895833
kor,5175000000,강원특별자치도,영월군,,86,119,128,27,50.47,37,10,51.1,128.4640194,37.18086111
kor,5176000000,강원특별자치도,평창군,,84,123,128,23,32.47,37,22,4.5,128.3923528,37.36791667
kor,5177000000,강원특별자치도,정선군,,89,123,128,39,47.11,37,22,40.11,128.6630861,37.37780833
kor,5178000000,강원특별자치도,철원군,,65,139,127,18,56.64,38,8,38.6,127.3157333,38.14405556
kor,5179000000,강원특별자치도,화천군,,72,139,127,42,37.28,38,6,12.27,127.7103556,38.10340833
kor,5180000000,강원특별자치도,양구군,,77,139,127,59,32.08,38,6,26.25,127.9922444,38.10729167
kor,5181000000,강원특별자치도,인제군,,80,138,128,10,21.71,38,4,1.1,128.1726972,38.06697222
kor,5182000000,강원특별자치도,고성군,,85,145,128,28,12.59,38,22,40.66,128.4701639,38.37796111
kor,5183000000,강원특별자치도,양양군,,88,138,128,37,16.88,38,4,22.2,128.6213556,38.07283333
kor,5211100000,전북특별자치도,전주시완산구,,63,89,127,7,18.91,35,48,33.08,127.1219194,35.80918889
kor,5211300000,전북특별자치도,전주시덕진구,,63,89,127,8,11.11,35,49,34.99,127.1364194,35.82638611
kor,5213000000,전북특별자치도,군산시,,56,92,126,44,19.84,35,57,52.71,126.7388444,35.96464167
kor,5214000000,전북특별자치도,익산시,,60,91,126,57,35.47,35,56,42.99,126.9598528,35.945275
kor,5218000000,전북특별자치도,정읍시,,58,83,126,51,29.2,35,34,0.74,126.8581111,35.56687222
kor,5219000000,전북특별자치도,남원시,,68,80,127,23,33,35,24,47.72,127.3925,35.41325556
kor,5221000000,전북특별자치도,김제시,,59,88,126,52,57.91,35,48,2.07,126.8827528,35.800575
kor,5271000000,전북특별자치도,완주군,,63,89,127,8,58.55,35,50,34.69,127.1495972,35.84296944
kor,5272000000,전북특별자치도,진안군,,68,88,127,25,37.08,35,47,19.39,127.4269667,35.78871944
kor,5273000000,전북특별자치도,무주군,,72,93,127,39,46.32,36,0,13.78,127.6628667,36.00382778
kor,5274000000,전북특별자치도,장수군,,70,85,127,31,23.88,35,38,39.47,127.5233,35.64429722
kor,5275000000,전북특별자치도,임실군,,66,84,127,17,5.11,35,36,29.03,127.2847528,35.60806389
kor,5277000000,전북특별자치도,순창군,,63,79,127,8,22.67,35,22,17,127.1396306,35.37138889
kor,5279000000,전북특별자치도,고창군,,56,80,126,42,14.79,35,25,57.86,126.7041083,35.43273889
kor,5280000000,전북특별자치도,부안군,,56,87,126,44,8.44,35,43,42.72,126.7356778,35.72853333
